Gene	Title	Authors	Year	Link	RPKM	Log2FC	P	Shared locus
C16orf95	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.009897	
SMOX	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0099144	
RGS6	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0101	
MRPL42	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01012	
SNX3	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.010192	
MFF	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01029	
TM4SF20	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01029	
BEST1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.010319	
ZNF426	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01033	
ZNF121	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01033	
C10orf11	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.010362	
SIGLECL1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.010475	
TMEM106B	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01049	
SYT1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.010733	
TICAM2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.011092	
ACOXL	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.011169	
SDAD1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0112	
CXCL9	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0112	
SLC35F2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01128	
TBC1D1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01139	
TBKBP1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01155	
XYLT2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01169	
MRPL27	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01169	
TMPRSS15	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0118	
NUP210	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01217	
NCOA1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01234	
PARP16	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01249	
RFC5	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01274	
MTAP	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01292	
CMIP	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.013067	
RASGRP4	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.013367	
RYR1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.013367	
ZNF366	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01346	
RAB3IL1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.013558	
KDM2A	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.01369	
PCDHGA1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0137	
PCDHGA2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0137	
PCDHGA3	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0137	
PCDHGB1	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0137	
PCDHGA4	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0137	
PCDHGB2	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0137	
PCDHGA5	A multi-network approach identifies protein-specific co-expression in asymptomatic and symptomatic Alzheimer’s disease	Nicholas T. Seyfried, Eric B. Dammer, Vivek Swarup, Divya Nandakumar, Duc M. Duong, Luming Yin, Qiudong Deng, Tram Nguyen, Chadwick M. Hales, Thomas Wingo, Jonathan Glass, Marla Gearing, Madhav Thambisetty, Juan C. Troncoso, Daniel H. Geschwind, James J. Lah, Allan I. Levey	2017	https://dx.doi.org/10.1016%2Fj.cels.2016.11.006			0.0137	
